AnalyticalRecord,Passage,Analysis,List
urn:cite:ptolemy:geotype_ex.383,urn:cts:greekLit:tlg0363.tlg009.hc01:3.12.38,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.384,urn:cts:greekLit:tlg0363.tlg009.hc01:3.12.39,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.385,urn:cts:greekLit:tlg0363.tlg009.hc01:3.12.40,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.386,urn:cts:greekLit:tlg0363.tlg009.hc01:3.12.41,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.387,urn:cts:greekLit:tlg0363.tlg009.hc01:3.12.42,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.388,urn:cts:greekLit:tlg0363.tlg009.hc01:3.12.43,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.389,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.390,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.391,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.392,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.393,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.394,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.395,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.396,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.397,urn:cts:greekLit:tlg0363.tlg009.hc01:3.13.9,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.398,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.399,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.400,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.401,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.402,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.403,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.404,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.405,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.406,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.407,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.408,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.11,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.409,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.12,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.410,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.411,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.412,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.413,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.16,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.414,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.17,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.415,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.18,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.416,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.19,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.417,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.20,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.418,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.21,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.419,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.22,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.420,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.23,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.421,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.24,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.422,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.25,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.423,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.26,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.424,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.27,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.425,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.28,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.426,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.29,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.427,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.30,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.428,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.31,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.429,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.32,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.430,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.33,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.431,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.34,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.432,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.35,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.433,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.36,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.434,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.37,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.435,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.38,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.436,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.39,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.437,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.40,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.438,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.41,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.439,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.42,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.440,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.43,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.441,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.44,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.442,urn:cts:greekLit:tlg0363.tlg009.hc01:3.14.45,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.443,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.444,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.445,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.446,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.447,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.448,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.6,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.449,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.450,urn:cts:greekLit:tlg0363.tlg009.hc01:3.15.8,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.451,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.452,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.453,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.454,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.455,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.456,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.457,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.458,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.8,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.459,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.9,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.460,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.10,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.461,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.11,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.462,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.12,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.463,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.464,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.465,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.15,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.466,urn:cts:greekLit:tlg0363.tlg009.hc01:4.1.16,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.467,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.468,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.469,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.470,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.471,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.472,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.473,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.474,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.475,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.476,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.477,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.478,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.12,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.479,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.13,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.480,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.14,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.481,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.15,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.482,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.16,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.483,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.17,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.484,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.18,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.485,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.19,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.486,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.20,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.487,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.488,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.22,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.489,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.23,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.490,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.24,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.491,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.25,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.492,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.26,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.493,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.27,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.494,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.28,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.495,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.29,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.496,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.30,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.497,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.31,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.498,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.32,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.499,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.33,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.500,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.34,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.501,urn:cts:greekLit:tlg0363.tlg009.hc01:4.2.35,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.502,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.503,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.504,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.505,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.506,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.507,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.508,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.509,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.510,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.511,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.512,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.513,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.12,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.514,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.13,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.515,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.14,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.516,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.15,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.517,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.16,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.518,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.17,urn:cite:ptolemy:geotype.12,
urn:cite:ptolemy:geotype_ex.519,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.18,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.520,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.19,urn:cite:ptolemy:geotype.12,
urn:cite:ptolemy:geotype_ex.521,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.20,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.522,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.523,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.22,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.524,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.23,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.525,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.24,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.526,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.25,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.527,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.26,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.528,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.27,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.529,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.28,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.530,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.29,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.531,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.30,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.532,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.31,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.533,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.32,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.534,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.33,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.535,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.34,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.536,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.35,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.537,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.36,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.538,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.37,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.539,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.38,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.540,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.39,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.541,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.40,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.542,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.41,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.543,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.42,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.544,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.43,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.545,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.44,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.546,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.45,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.547,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.46,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.548,urn:cts:greekLit:tlg0363.tlg009.hc01:4.3.47,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.549,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.550,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.2,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.551,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.552,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.553,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.554,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.6,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.555,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.7,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.556,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.557,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.9,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.558,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.10,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.559,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.11,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.560,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.12,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.561,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.562,urn:cts:greekLit:tlg0363.tlg009.hc01:4.4.14,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.563,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.564,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.565,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.566,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.567,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.568,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.569,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.570,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.571,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.572,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.573,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.574,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.12,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.575,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.13,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.576,urn:cts:greekLit:tlg0363.tlg009.hc01:4.5.14,urn:cite:ptolemy:geotype.7,
