AnalyticalRecord,Passage,Analysis,List
urn:cite:ptolemy:geotype_ex.1156,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1157,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1158,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.7,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1159,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17.8,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1160,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1161,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18.2,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1162,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1163,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1164,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1165,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1166,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19.2,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1167,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1168,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1169,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1170,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1171,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20.2,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1172,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20.3,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1173,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20.4,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1174,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1175,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1176,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1177,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21.3,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1178,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21.4,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1179,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1180,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21.6,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1181,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1182,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1183,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1184,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1185,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1186,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1187,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1188,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.8,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1189,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.9,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1190,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.10,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1191,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.11,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1192,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.12,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1193,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.13,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1194,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.14,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1195,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.15,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1196,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.16,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1197,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.17,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1198,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.18,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1199,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.19,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1200,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.20,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1201,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.21,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1202,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.22,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1203,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.23,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1204,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.24,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1205,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.25,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1206,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.26,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1207,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.27,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1208,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.28,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1209,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.29,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1210,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.30,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1211,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.31,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1212,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.32,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1213,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.33,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1214,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.34,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1215,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.35,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1216,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.36,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1217,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.37,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1218,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.38,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1219,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.39,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1220,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.40,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1221,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.41,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1222,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.42,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1223,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.43,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1224,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.44,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1225,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.45,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1226,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.46,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1227,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.47,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1228,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.48,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1229,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.49,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1230,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.50,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1231,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.51,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1232,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.52,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1233,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.53,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1234,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.54,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1235,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.55,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1236,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.56,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1237,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.57,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1238,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.58,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1239,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.59,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1240,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.60,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1241,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.61,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1242,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.62,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1243,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.63,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1244,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.64,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1245,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.65,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1246,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.66,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1247,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.67,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1248,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.68,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1249,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.69,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1250,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.70,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1251,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.71,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1252,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.72,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1253,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.73,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1254,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.74,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1255,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.75,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1256,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.76,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1257,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.77,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1258,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.78,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1259,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.79,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1260,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.80,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1261,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.81,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1262,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.82,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1263,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.83,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1264,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.84,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1265,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.85,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1266,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.86,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1267,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.87,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1268,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.88,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1269,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.89,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1270,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.90,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1271,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.91,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1272,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.92,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1273,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.93,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1274,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.94,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1275,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.95,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1276,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1.96,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1277,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1278,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1279,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1280,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1281,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1282,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1283,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1284,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1285,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.9,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1286,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.10,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1287,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.11,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1288,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.12,urn:cite:ptolemy:geotype.10,
urn:cite:ptolemy:geotype_ex.1289,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.13,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1290,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.14,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1291,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.15,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1292,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.16,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1293,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.17,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1294,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.18,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1295,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.19,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1296,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.20,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1297,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.21,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1298,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.22,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1299,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.23,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1300,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.24,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1301,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.25,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1302,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.26,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1303,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.27,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1304,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.28,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1305,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.29,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1306,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.30,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1307,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2.31,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1308,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1309,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1310,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1311,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3.4,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1312,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3.5,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1313,urn:cts:greekLit:tlg0363.tlg009.hc01:7.3.6,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1314,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.1,urn:cite:ptolemy:geotype.1,
urn:cite:ptolemy:geotype_ex.1315,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.2,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1316,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.3,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1317,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.4,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1318,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.5,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1319,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.6,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1320,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.7,urn:cite:ptolemy:geotype.7,
urn:cite:ptolemy:geotype_ex.1321,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.8,urn:cite:ptolemy:geotype.6,
urn:cite:ptolemy:geotype_ex.1322,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.9,urn:cite:ptolemy:geotype.3,
urn:cite:ptolemy:geotype_ex.1323,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.10,urn:cite:ptolemy:geotype.4,
urn:cite:ptolemy:geotype_ex.1324,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.11,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1325,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.12,urn:cite:ptolemy:geotype.5,
urn:cite:ptolemy:geotype_ex.1326,urn:cts:greekLit:tlg0363.tlg009.hc01:7.4.13,urn:cite:ptolemy:geotype.5,
