URN,Passage,Analysis
urn:cite:ptolemy:geotype_ex.1107,urn:cts:greekLit:tlg0363.tlg009.hc01:6.10,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1108,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1109,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1110,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1111,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1112,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1113,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1114,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1115,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1116,urn:cts:greekLit:tlg0363.tlg009.hc01:6.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1117,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1118,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1119,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1120,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1121,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1122,urn:cts:greekLit:tlg0363.tlg009.hc01:6.12,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1123,urn:cts:greekLit:tlg0363.tlg009.hc01:6.13,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1124,urn:cts:greekLit:tlg0363.tlg009.hc01:6.13,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1125,urn:cts:greekLit:tlg0363.tlg009.hc01:6.13,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1126,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1127,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1128,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1129,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1130,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1131,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1132,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1133,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1134,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1135,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1136,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1137,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1138,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1139,urn:cts:greekLit:tlg0363.tlg009.hc01:6.14,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1140,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1141,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1142,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1143,urn:cts:greekLit:tlg0363.tlg009.hc01:6.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1144,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1145,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1146,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1147,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1148,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1149,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1150,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1151,urn:cts:greekLit:tlg0363.tlg009.hc01:6.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1152,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1153,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1154,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1155,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1156,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1157,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1158,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1159,urn:cts:greekLit:tlg0363.tlg009.hc01:6.17,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1160,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1161,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1162,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1163,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1164,urn:cts:greekLit:tlg0363.tlg009.hc01:6.18,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1165,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1166,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1167,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1168,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1169,urn:cts:greekLit:tlg0363.tlg009.hc01:6.19,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1170,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1171,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1172,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1173,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1174,urn:cts:greekLit:tlg0363.tlg009.hc01:6.20,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1175,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1176,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1177,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1178,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1179,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1180,urn:cts:greekLit:tlg0363.tlg009.hc01:6.21,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1181,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1182,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1183,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1184,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1185,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1186,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1187,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1188,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1189,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1190,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1191,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1192,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1193,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1194,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1195,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1196,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1197,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1198,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1199,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1200,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1201,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1202,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1203,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1204,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1205,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1206,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1207,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1208,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1209,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1210,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1211,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1212,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1213,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1214,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1215,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1216,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1217,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1218,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1219,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1220,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1221,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1222,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1223,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1224,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1225,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1226,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1227,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1228,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1229,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1230,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1231,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1232,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1233,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1234,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1235,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1236,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1237,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1238,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1239,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1240,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1241,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1242,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1243,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1244,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1245,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1246,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1247,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1248,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1249,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1250,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1251,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1252,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1253,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1254,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1255,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1256,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1257,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1258,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1259,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1260,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1261,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1262,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1263,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1264,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1265,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1266,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1267,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1268,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1269,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1270,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1271,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1272,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1273,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1274,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1275,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1276,urn:cts:greekLit:tlg0363.tlg009.hc01:7.1,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1277,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.1278,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1279,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1280,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1281,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1282,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1283,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.1284,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.1285,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1286,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1287,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1288,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.10
urn:cite:ptolemy:geotype_ex.1289,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1290,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1291,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1292,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1293,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1294,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1295,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1296,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1297,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.1298,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1299,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1300,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1301,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.1302,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1303,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1304,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.1305,urn:cts:greekLit:tlg0363.tlg009.hc01:7.2,urn:cite:ptolemy:geotype.5
