URN,Passage,Analysis
urn:cite:ptolemy:geotype_ex.1,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.2,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.3,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.4,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.5,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.6,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.7,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.8,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.9,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.10,urn:cts:greekLit:tlg0363.tlg009.hc01:2.2,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.11,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.12,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.13,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.14,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.15,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.16,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.17,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.18,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.19,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.20,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.21,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.22,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.23,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.24,urn:cts:greekLit:tlg0363.tlg009.hc01:2.3,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.25,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.26,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.27,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.28,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.29,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.30,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.31,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.32,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.33,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.34,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.35,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.36,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.37,urn:cts:greekLit:tlg0363.tlg009.hc01:2.4,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.38,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.39,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.40,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.41,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.42,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.43,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.44,urn:cts:greekLit:tlg0363.tlg009.hc01:2.5,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.45,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.46,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.47,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.48,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.49,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.50,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.51,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.52,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.53,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.54,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.55,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.56,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.57,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.58,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.59,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.60,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.61,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.62,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.63,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.64,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.65,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.66,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.67,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.68,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.69,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.70,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.71,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.72,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.73,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.74,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.75,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.76,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.77,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.78,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.79,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.80,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.81,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.82,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.83,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.84,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.85,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.86,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.87,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.88,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.89,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.90,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.91,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.92,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.93,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.94,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.95,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.96,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.97,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.98,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.99,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.100,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.101,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.102,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.103,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.104,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.105,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.106,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.107,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.108,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.109,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.110,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.111,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.112,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.113,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.114,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.115,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.116,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.117,urn:cts:greekLit:tlg0363.tlg009.hc01:2.6,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.118,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.119,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.120,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.121,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.122,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.123,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.124,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.125,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.126,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.127,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.128,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.129,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.130,urn:cts:greekLit:tlg0363.tlg009.hc01:2.7,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.131,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.132,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.133,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.134,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.135,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.136,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.137,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.138,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.139,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.140,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.141,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.142,urn:cts:greekLit:tlg0363.tlg009.hc01:2.8,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.143,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.144,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.145,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.146,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.8
urn:cite:ptolemy:geotype_ex.147,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.148,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.149,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.150,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.151,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.152,urn:cts:greekLit:tlg0363.tlg009.hc01:2.9,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.153,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.154,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.155,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.156,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.157,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.158,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.159,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.160,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.161,urn:cts:greekLit:tlg0363.tlg009.hc01:2.10,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.162,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.163,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.164,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.165,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.166,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.6
urn:cite:ptolemy:geotype_ex.167,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.168,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.169,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.170,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.171,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.172,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.173,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.174,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.175,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.176,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.177,urn:cts:greekLit:tlg0363.tlg009.hc01:2.11,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.178,urn:cts:greekLit:tlg0363.tlg009.hc01:2.12,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.179,urn:cts:greekLit:tlg0363.tlg009.hc01:2.12,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.180,urn:cts:greekLit:tlg0363.tlg009.hc01:2.12,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.181,urn:cts:greekLit:tlg0363.tlg009.hc01:2.12,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.182,urn:cts:greekLit:tlg0363.tlg009.hc01:2.13,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.183,urn:cts:greekLit:tlg0363.tlg009.hc01:2.13,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.184,urn:cts:greekLit:tlg0363.tlg009.hc01:2.13,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.185,urn:cts:greekLit:tlg0363.tlg009.hc01:2.14,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.186,urn:cts:greekLit:tlg0363.tlg009.hc01:2.14,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.187,urn:cts:greekLit:tlg0363.tlg009.hc01:2.14,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.188,urn:cts:greekLit:tlg0363.tlg009.hc01:2.14,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.189,urn:cts:greekLit:tlg0363.tlg009.hc01:2.14,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.190,urn:cts:greekLit:tlg0363.tlg009.hc01:2.15,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.191,urn:cts:greekLit:tlg0363.tlg009.hc01:2.15,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.192,urn:cts:greekLit:tlg0363.tlg009.hc01:2.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.193,urn:cts:greekLit:tlg0363.tlg009.hc01:2.15,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.194,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.1
urn:cite:ptolemy:geotype_ex.195,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.196,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.197,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.7
urn:cite:ptolemy:geotype_ex.198,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.3
urn:cite:ptolemy:geotype_ex.199,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.200,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.4
urn:cite:ptolemy:geotype_ex.201,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.5
urn:cite:ptolemy:geotype_ex.202,urn:cts:greekLit:tlg0363.tlg009.hc01:2.16,urn:cite:ptolemy:geotype.5
